ResponseId,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,State,Gender,D2_2_TEXT,Education,Race,D4_8_TEXT,Community,D5_4_TEXT,Age,Political Affiliation,D7_5_TEXT
R_2AHfInNzrmPfQHY,,,,,,,,,,8.3,4.7,9,Texas,Female,,Graduate degree,White,,Suburban community,,59,Democratic party,
R_3stP2NYfdPyYHBX,,,,,,,3.1,7.1,6.2,,,,pa,Male,,Associate degree,Asian,,Suburban community,,39,Republican Party,
R_1rv2nnMWOnMWSQR,,,,2.1,5.1,7.9,,,,,,,California,Female,,Bachelor degree,"Asian,Asian-American",,City or urban community,,28,Democratic party,
R_3fMIJeHJXnyP0GT,2.3,9,9,,,,,,,,,,Minnesota,Female,,Associate degree,White,,Rural community,,55,Republican Party,
R_2rMIGZWhpfLwGjx,1,9,9,,,,,,,,,,Colorado,Male,,Bachelor degree,White,,Suburban community,,70,Republican Party,
R_rdS5sVlzhLYquJP,,,,,,,6,8.2,9,,,,New Jersey,Male,,Some college but no degree,White,,Suburban community,,44,Democratic party,
R_1LHW4VkzAfUyliE,8.3,4,7.1,,,,,,,,,,Maryland,Female,,Graduate degree,White,,Suburban community,,37,Republican Party,
R_1CIw3Mid5MyokG2,,,,,,,,,,7.6,7.7,8.7,Maryland,Male,,Some college but no degree,White,,Rural community,,39,Republican Party,
R_3ozqf88zJJsvffX,,,,,,,5.4,4.9,5.1,,,,NEw York,Male,,Graduate degree,White,,Suburban community,,37,Independent,
R_9ojgiLE0RUo06Y1,5,5,5,,,,,,,,,,Ohio,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,20,Democratic party,
R_3Pq4dbBWBjfYKH0,,,,2,7.9,8,,,,,,,California,Male,,Associate degree,"Spanish, Hispanic, or Latino",,City or urban community,,69,Republican Party,
R_1oHk8IiBplELGKd,,,,,,,1,9,7.2,,,,GA,Male,,Some college but no degree,Black or African-American,,City or urban community,,21,Democratic party,
R_bw4kub4gz53HtRv,,,,,,,,,,1,9,1,California,Male,,Some college but no degree,Asian,,Suburban community,,23,Libertarian Party,
R_1KwrtOsTmQ1X9gs,,,,,,,1,9,5.9,,,,Ohio,Female,,Less than high school degree,White,,City or urban community,,66,Democratic party,
R_3KI3klG31bxiiX3,,,,1,4,9,,,,,,,florida,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,37,Democratic party,
R_268VFJbHc3OUVp3,1,1,1,,,,,,,,,,North Carolina,Male,,Some college but no degree,Black or African-American,,City or urban community,,37,Democratic party,
R_3TQLr2hGC6XgKvT,,,,,,,,,,9,4.6,9,Ohio,Male,,Some college but no degree,White,,Suburban community,,61,Republican Party,
R_2YQEO4lfpiG4mYO,,,,8.2,3.8,9,,,,,,,Indiana,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,30,Independent,
R_WCBonhBo2a3vOlb,6,6.2,3.8,,,,,,,,,,texas,Female,,Some college but no degree,White,,Suburban community,,23,Independent,
R_2qDUoplVNvqRkJ4,,,,,,,9,3.2,9,,,,New Jersey,Female,,"High school degree or equivalent (e.g., GED)",White,,"City or urban community,Suburban community",,34,Republican Party,
R_27xNVjKGpxbsTaZ,,,,,,,,,,6,4.1,7.1,Califonia,Male,,Some college but no degree,White,,City or urban community,,20,Democratic party,
R_z9kyISG556UgxMZ,,,,9,1.9,9,,,,,,,Massachusetts,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,45,Independent,
R_RJQksHzaHrqasdr,1,9,9,,,,,,,,,,GA,Female,,Graduate degree,Other (please specify):,Biracial,Suburban community,,26,Republican Party,
R_2VxqWiRE8qnd7bV,,,,9,2,1,,,,,,,florida,Male,,Graduate degree,White,,Rural community,,61,Republican Party,
R_1LThWjtXILmmYzC,,,,,,,,,,6.1,4.6,9,Minnesota,Male,,Bachelor degree,White,,Suburban community,,26,Democratic party,
R_cFObFdANfsTNZfz,6.7,7.1,8.2,,,,,,,,,,California,Male,,Bachelor degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,28,Independent,
R_3ktXkcgCDxujwU9,,,,,,,8.1,2,8,,,,PA,Male,,Bachelor degree,White,,Suburban community,,28,Independent,
R_sO9GZbbU4iTbnBT,,,,,,,5,9,7,,,,NE,Male,,Bachelor degree,White,,City or urban community,,48,Democratic party,
R_3Hn6oEVGcuEuffW,,,,,,,,,,1.6,7.7,3.1,oklahoma,Male,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_2uD6fEmPICQ6qtm,,,,,,,,,,7,3,9,Texas,Female,,Bachelor degree,White,,Rural community,,47,Republican Party,
R_yEm43v6H05l5F2V,,,,,,,1,8,5.9,,,,NC,Female,,Some college but no degree,White,,Suburban community,,48,Democratic party,
R_3sidrJqcs6OLPjD,,,,1,6.3,4.1,,,,,,,florida,Male,,Associate degree,Asian,,Suburban community,,22,Democratic party,
R_2ypvHantxv8UBhP,1.7,4.1,9,,,,,,,,,,NC,Female,,Bachelor degree,White,,Suburban community,,31,Republican Party,
R_2AHfwSXSGS73Tdx,,,,,,,1,9,5,,,,california,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,26,Independent,
R_1d5LD17t0k43u2e,2.4,3.9,7.7,,,,,,,,,,Washington,Male,,Bachelor degree,White,,Suburban community,,28,Democratic party,
R_1MQj9Bv74TsB5Jy,,,,2.1,9,2.6,,,,,,,Ohio,Female,,Some college but no degree,White,,Rural community,,26,Republican Party,
R_2CUijpYA6TFvhfc,,,,,,,,,,1,9,5.1,Texas,Female,,Bachelor degree,White,,Suburban community,,34,Independent,
R_2b2Hch8EMJ9T8Iy,,,,,,,,,,9,1,1,Louisiana,Female,,Bachelor degree,White,,City or urban community,,42,Democratic party,
R_31bWEKxmGbSaT3q,,,,,,,8,7.7,2.3,,,,Ca,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,34,Republican Party,
R_1g5hth79nHqjWhb,,,,3,7,3,,,,,,,PA,Female,,Some college but no degree,White,,Suburban community,,69,Independent,
R_6maFfiA3O7yaBR7,,,,7.2,1.4,9,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,Rural community,,26,Democratic party,
R_8Cb6HDvS6qJ2iJP,,,,,,,1.1,8.2,8.1,,,,Louisiana,Female,,Some college but no degree,White,,City or urban community,,29,Independent,
R_2rN5wFWpVKZsrvH,4,4.8,9,,,,,,,,,,CO,Female,,Bachelor degree,White,,Suburban community,,51,Independent,
R_2c0YJ2WyVWyzR8Z,,,,,,,,,,1,9,7.3,VT,Female,,Associate degree,White,,Suburban community,,20,Republican Party,
R_74zELAGmyjXWd8Z,1,1,1,,,,,,,,,,California,Male,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Suburban community,,25,Independent,
R_2zhVcZTIQzE455P,,,,1.6,5.1,6.1,,,,,,,Michigan,Male,,Some college but no degree,White,,Suburban community,,34,Democratic party,
R_R5dLYYXTdIR38Ah,1,9,5,,,,,,,,,,CA,Male,,Bachelor degree,Asian-American,,Suburban community,,53,Democratic party,
R_1I6qxlFUj3rj2Qi,,,,7,3,9,,,,,,,KY,Female,,Graduate degree,White,,Suburban community,,43,Republican Party,
R_3QYPUXwL1NvEtbn,,,,,,,,,,2,4,4,PA,Female,,Bachelor degree,White,,Suburban community,,60,Other (please specify):,no party affilation
R_3EHfMw9SlYVEKye,,,,,,,4,1,1,,,,Florida,Male,,Bachelor degree,White,,Suburban community,,58,Republican Party,
R_3Du7rdCt47TDDFH,,,,1,2.3,8.2,,,,,,,California,Female,,Graduate degree,White,,Suburban community,,44,Independent,
R_Zzd8jOnc9wcXtw5,,,,,,,3.3,6.9,3.7,,,,michigan,Female,,Some college but no degree,White,,Rural community,,44,Republican Party,
R_BrXLtevuGkSvOOl,,,,,,,1.2,9,9,,,,PA,Female,,Some college but no degree,Asian,,Suburban community,,34,Republican Party,
R_3MLHJ3DB4Kxi2wq,3.6,4.1,8.1,,,,,,,,,,californina,Female,,Bachelor degree,White,,Suburban community,,36,Independent,
R_24H0EeehmS6ZqJZ,,,,,,,,,,8.2,2.5,8.7,Florida,Male,,Some college but no degree,White,,Suburban community,,52,Democratic party,
R_12Jtm8wxj35SbOg,,,,9,3,5.1,,,,,,,Ohio,Male,,Some college but no degree,White,,Rural community,,47,Libertarian Party,
R_2QzndkbCmiHRJ0C,3.8,3.1,3.9,,,,,,,,,,Colorado,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,25,Independent,
R_qwtdvaRetpRAoUx,1.9,4.1,5.6,,,,,,,,,,OR,Female,,Bachelor degree,Black or African-American,,City or urban community,,33,Democratic party,
R_BQvoPaihyRbs8tb,,,,,,,,,,3.6,8.8,7.4,Florida,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,36,Independent,
R_d3Snhsh5PIgSCQx,,,,,,,3,2.2,6.8,,,,PA,Female,,Bachelor degree,White,,Suburban community,,36,Republican Party,
R_vubAYW6yUzawjZf,,,,,,,,,,1.9,4.4,7.7,OHIO,Female,,Some college but no degree,White,,Suburban community,,54,Democratic party,
R_4V34ysmQVBhE3N7,,,,,,,,,,4,5,4,MA,Male,,Graduate degree,White,,City or urban community,,54,Democratic party,
R_1po3Iwt66Rl9tcw,,,,2,3.5,8.2,,,,,,,California,Male,,Bachelor degree,White,,Suburban community,,31,Independent,
R_1prhMXddkQyiKWN,,,,,,,1,5.2,9,,,,NewYork,Male,,Some college but no degree,Other (please specify):,Bi racial mixed race multi ethnic,City or urban community,,47,Other (please specify):,Neutral
R_3feYMGUTgHQO5is,,,,1,5.3,5.2,,,,,,,NC,Female,,Bachelor degree,Black or African-American,,Suburban community,,30,Democratic party,
R_31NugILdPa4IjVw,,,,6.5,6.8,6.5,,,,,,,pa,Female,,Some college but no degree,White,,Suburban community,,21,Republican Party,
R_3IWwmGpoSEyb4iZ,8.3,1,7.4,,,,,,,,,,Michigan,Male,,Some college but no degree,White,,Suburban community,,68,Republican Party,
R_290a87lgfgIzIIw,,,,,,,1,4.3,6.4,,,,Nebraska,Female,,Some college but no degree,White,,Suburban community,,20,Democratic party,
R_3JEkzZysWHyyUBA,7,3,9,,,,,,,,,,Utah,Male,,Some college but no degree,White,,City or urban community,,47,Democratic party,
R_2rX0rdUsbMj6bD3,,,,,,,,,,8.2,2.2,8.1,CA,Female,,Some college but no degree,White,,Suburban community,,65,Independent,
R_CmltkVWo27an7jz,,,,,,,1,9,9,,,,Georgia,Male,,Associate degree,"White,Black or African-American",,Suburban community,,28,Independent,
R_10r58tspyU8kezB,9,1,8.4,,,,,,,,,,WI,Female,,Some college but no degree,White,,Suburban community,,47,Independent,
R_3E9DOO1C1qzbXoz,,,,9,3.1,8.2,,,,,,,New York,Male,,Graduate degree,White,,Suburban community,,32,Libertarian Party,
R_3soah9Bs3UfpUsD,2.8,7.5,6,,,,,,,,,,Texas,Female,,Bachelor degree,White,,Suburban community,,41,Republican Party,
R_2RWJvEJ5NzhYavG,,,,9,5,9,,,,,,,Ohio,Male,,Bachelor degree,White,,Rural community,,56,Independent,
R_cTsSMT6xB37H47D,,,,,,,,,,2,5.1,3.1,California,Female,,Graduate degree,White,,City or urban community,,31,Democratic party,
R_3EKyVSsVCEkqhTZ,,,,,,,5.4,6.4,4,,,,Pennsylvania,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,19,Independent,
R_2XbLf9TCyYJ64Os,,,,,,,1,7.5,9,,,,California,Male,,Bachelor degree,Asian,,Suburban community,,26,Democratic party,
R_22qQfIsUR0l1KK0,,,,5.6,4.2,6.9,,,,,,,Missouri,Female,,Some college but no degree,White,,Suburban community,,46,Republican Party,
R_3HOHLnZUOJ1Zx41,2.9,9,7.6,,,,,,,,,,New York,Female,,Some college but no degree,White,,Suburban community,,20,Democratic party,
R_3MfBOT4yY449dE8,,,,,,,,,,3.6,6.9,8.3,Oklahoma,Male,,"High school degree or equivalent (e.g., GED)","White,Black or African-American",,"City or urban community,Suburban community",,30,Independent,
R_2TOhrWPsJtNRHYV,9,1,9,,,,,,,,,,Delaware,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,45,Independent,
R_3MFhNAw9AREBMe0,,,,,,,,,,8.7,3.2,8.5,Wisconsin,Male,,Graduate degree,White,,City or urban community,,36,Republican Party,
R_1KiNKt8ls33wUXQ,,,,,,,9,9,9,,,,Michigan,Female,,Less than high school degree,White,,City or urban community,,44,Democratic party,
R_UzOZNuKhRcq03a9,,,,9,1,4.5,,,,,,,KY,Female,,Bachelor degree,White,,Rural community,,38,Republican Party,
R_2ZQWz5fCDURPelq,1,4,9,,,,,,,,,,California,Male,,Some college but no degree,Asian,,Suburban community,,23,Democratic party,
R_tSfWyMffVK7L6hP,,,,,,,7,4.6,7,,,,Utah,Male,,Bachelor degree,White,,Suburban community,,67,Republican Party,
R_2t5wWqFz6LrbBg5,,,,,,,,,,9,1.9,1,MI,Male,,Some college but no degree,White,,City or urban community,,37,Democratic party,
R_1poFgxOm0uR1wh4,,,,1,9,1,,,,,,,FL,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,19,Democratic party,
R_2dYAjVmH2iBhhfv,,,,,,,,,,5,3,9,Colorado,Male,,Bachelor degree,Asian,,Suburban community,,31,Independent,
R_1Dpr8Jwwy4UuDou,,,,,,,,,,4.5,2.5,9,Michigan,Male,,Some college but no degree,White,,Suburban community,,31,Independent,
R_1dAAMJCSZ3MEDoD,,,,6.8,1.8,8.7,,,,,,,MN,Female,,Graduate degree,White,,Suburban community,,27,Republican Party,
R_3GBYTqjJpLmGEmd,,,,,,,1.5,2.5,3.8,,,,Nevada,Male,,Bachelor degree,White,,City or urban community,,,Democratic party,
R_3erl1y9Ze4Y9opU,1,2,1,,,,,,,,,,ohio,Female,,Bachelor degree,White,,Suburban community,,34,Democratic party,
R_2QmIdgyfdglBzuM,,,,,,,,,,8,1.4,7.2,Georgia,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,52,Republican Party,
R_2VxASqaaTCvhZTp,5.2,5.2,5.2,,,,,,,,,,Florida,Male,,Bachelor degree,White,,City or urban community,,23,Democratic party,
R_2QMt3Q9XqQ3o7Es,,,,,,,1,5,4.4,,,,CA,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,28,"Libertarian Party,Independent",
R_1KjPqyaRXLWCgTY,1,5,9,,,,,,,,,,ohio,Male,,Some college but no degree,White,,Suburban community,,64,Republican Party,
R_3oTTcvGnZQwZWqH,,,,,,,,,,3,7.8,6.9,Ohio,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,24,Green Party,
R_3MzziuXSxKhv8oe,,,,,,,2.5,5,5,,,,Virginia,Female,,Associate degree,White,,Suburban community,,74,Independent,
R_3r05hZ5YWpNNPrm,,,,,,,,,,5.1,6.3,3.5,ky,Female,,Graduate degree,White,,Rural community,,25,Republican Party,
R_9n28z0OcnhxQz3b,,,,1.1,8.7,1.3,,,,,,,Idaho,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,38,Independent,
R_3qli43ToOzcnTzf,,,,,,,5.1,9,7,,,,Illinois,Male,,Bachelor degree,White,,Suburban community,,24,Democratic party,
R_DCyC8N7qlQ2DKkF,2,7.2,6,,,,,,,,,,ma,Female,,Bachelor degree,White,,City or urban community,,27,Democratic party,
R_1gw3rrgX0zl4fOU,,,,9,1,1,,,,,,,Indiana,Male,,Bachelor degree,Other (please specify):,biracial,City or urban community,,59,Libertarian Party,
R_27kSgwEDfp8l9n0,,,,,,,,,,5.1,8.5,3.8,CA,Female,,Less than high school degree,"Spanish, Hispanic, or Latino",,Suburban community,,28,Independent,
R_29t3vhk8vm67fBz,,,,3.6,4.2,7.6,,,,,,,South Carolina,Male,,Some college but no degree,White,,Suburban community,,26,Independent,
R_29gF1Ghqmoa8nxh,,,,,,,4.3,7.4,7.5,,,,NH,Male,,Bachelor degree,White,,City or urban community,,29,Independent,
R_3FONRrVwbsiFRJT,,,,,,,9,6.1,7.2,,,,California,Female,,Some college but no degree,Asian,,Suburban community,,20,Democratic party,
R_1Kd7XOROTJE3LiU,,,,1,8.2,6,,,,,,,nh,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,32,Independent,
R_28D2wu86R6r0GnY,1,7.5,7,,,,,,,,,,New York,Male,,Bachelor degree,White,,Suburban community,,23,Democratic party,
R_28HRAtAX33CgRcq,,,,,,,,,,8.8,3.4,8.1,Illinois,Male,,Bachelor degree,White,,Suburban community,,31,Republican Party,
R_2pLz77DgcOm0iMH,1,5,1,,,,,,,,,,california,Female,,Bachelor degree,White,,Suburban community,,61,Democratic party,
R_31SNf9ncY3VMfXd,7.6,3,8.7,,,,,,,,,,Oregon,Female,,Bachelor degree,White,,Rural community,,42,Democratic party,
R_24uQLlVkNE0ZHdh,,,,,,,,,,8.1,4,9,California,Female,,Bachelor degree,White,,City or urban community,,25,Democratic party,
R_2cA9b9b3EgSem2w,,,,1,5.2,3,,,,,,,Indiana,Male,,Bachelor degree,Black or African-American,,City or urban community,,36,Democratic party,
R_3ERzHJVOGGBK4Pk,,,,,,,,,,1.9,5.1,1.9,IL,Male,,Graduate degree,White,,Rural community,,47,Republican Party,
R_XX7aPGOWB4QwLzH,1,4.5,9,,,,,,,,,,ohio,Female,,Some college but no degree,White,,Suburban community,,19,Democratic party,
R_1Lv4Gv1ShMAmbQi,,,,8.3,1,9,,,,,,,PA,Female,,Bachelor degree,White,,Rural community,,28,Republican Party,
R_3EKJxqxyzbXnJZD,,,,,,,2,9,6.3,,,,VA,Female,,Bachelor degree,White,,Rural community,,31,Republican Party,
R_2YPrwq9LCPUYAna,,,,,,,2,8,8,,,,louisiana,Male,,Bachelor degree,White,,City or urban community,,57,Independent,
R_2tKlGW1q9ZIroT9,,,,3.4,9,3.5,,,,,,,mi,Female,,Some college but no degree,Black or African-American,,City or urban community,,20,Democratic party,
R_2VxA6e1qoOd3keE,3,5,7.9,,,,,,,,,,New jersey,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,58,Democratic party,
R_BK95IapNqlMXqTv,,,,,,,1.8,4.9,8.3,,,,Georgia,Female,,Bachelor degree,Black or African-American,,Suburban community,,62,Democratic party,
R_30xftoqMUYD9bAX,,,,,,,,,,8.4,2.3,4,NM,Male,,Bachelor degree,White,,Suburban community,,34,Libertarian Party,
R_yW3zDe6FvZMYh1v,,,,,,,1,4.2,5.7,,,,Kentucky,Male,,Bachelor degree,Black or African-American,,Suburban community,,28,Democratic party,
R_3PvnDVyGGAQq2fF,,,,6,4,7,,,,,,,PA,Male,,Bachelor degree,White,,Suburban community,,37,Independent,
R_6Jbw5GKphzc4lRT,,,,,,,2.2,8,8,,,,Florida,Male,,Associate degree,White,,City or urban community,,35,Democratic party,
R_1kFdiuFNs8l48Vp,1,9,9,,,,,,,,,,Wisconsin,Female,,Some college but no degree,White,,Rural community,,22,Republican Party,
R_7NVx3jjPrR8ehTr,,,,1,9,3.3,,,,,,,TEXAS,Female,,Bachelor degree,White,,City or urban community,,32,Republican Party,
R_2YJ9HFJc9DWP8qk,,,,9,2,8.1,,,,,,,New Jersey,Female,,Graduate degree,White,,Suburban community,,32,Republican Party,
R_1kLKXEVRMoO87ig,7.1,5,6,,,,,,,,,,Michigan,Male,,Graduate degree,White,,City or urban community,,32,Republican Party,
R_2QmjxSzHaQYcou9,,,,,,,1,9,5,,,,pa,Male,,Some college but no degree,White,,Suburban community,,41,Democratic party,
R_2R9WlPdq1Du1cjw,,,,,,,,,,6,8,6,CA,Female,,Bachelor degree,Asian,,City or urban community,,28,Independent,
R_2E4AKq3uy5FCA8V,9,1,1,,,,,,,,,,Colorado,Male,,Some college but no degree,White,,Rural community,,39,Republican Party,
R_pDJ8tmEBGfNHkC5,,,,1,5.8,6.3,,,,,,,Maryland,Female,,Bachelor degree,White,,Suburban community,,31,Democratic party,
R_2UWNcNtY0dxvfkq,,,,,,,,,,4.3,9,6.2,florida,Female,,Associate degree,Black or African-American,,City or urban community,,40,Republican Party,
R_2PhPRfKjQopEK25,7,4,8.3,,,,,,,,,,SD,Female,,Associate degree,White,,Other (please specify):,"Small city about 20,000 population",39,Independent,
R_2wnVONHwzSmMk5D,,,,,,,1.6,8,9,,,,Alabama,Female,,Some college but no degree,Black or African-American,,City or urban community,,24,"Democratic party,Independent",
R_6swiIhpBqxpocal,,,,,,,,,,1.1,9,6.3,Nevada,Male,,"High school degree or equivalent (e.g., GED)",Native Hawaiian or other Pacific Islander,,Suburban community,,32,Republican Party,
R_DGAZjfLDyqONIGJ,,,,2.4,7.3,7.1,,,,,,,Texas,Female,,Bachelor degree,White,,City or urban community,,23,Democratic party,
R_26hZMSbLwumjpIP,,,,,,,,,,7,8,6,NY,Female,,Associate degree,White,,Suburban community,,42,Democratic party,
R_2t5MPZNpoEEabRC,9,2.7,1,,,,,,,,,,new jersey,Male,,Bachelor degree,White,,Suburban community,,37,Republican Party,
R_siBCQ5klTXxv3Tb,6,9,9,,,,,,,,,,MINNESOTA,Female,,Graduate degree,White,,Suburban community,,31,Democratic party,
R_6KjYxui32xC8qB3,,,,,,,1,7.9,9,,,,California,Female,,Some college but no degree,Asian,,Rural community,,33,Republican Party,
R_W2mheIAZKKEp9dv,,,,,,,3.4,5.1,5.1,,,,VA,Female,,Graduate degree,Black or African-American,,City or urban community,,26,Democratic party,
R_Djh6cISU8WogKEV,,,,,,,,,,6,7,8,Michigan,Male,,Some college but no degree,White,,City or urban community,,36,Independent,
R_1C7tzygCjdzch7Y,,,,1.1,9,2.2,,,,,,,WA,Male,,Associate degree,White,,Suburban community,,29,Independent,
R_8vLLZyjh3sqxdMR,,,,2.2,9,8.6,,,,,,,Pa,Female,,Bachelor degree,White,,Suburban community,,43,Republican Party,
R_1LuhYzGQMTwtP1i,,,,,,,1.4,7.1,8.3,,,,illinois,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,26,Democratic party,
R_2DZVK6Lyyw2o8JI,,,,,,,,,,8.1,6.4,8,tx,Female,,Bachelor degree,Asian,,Suburban community,,58,Independent,
R_2UVDvFNSo2BWwm6,,,,1.2,5,4.8,,,,,,,Pennsylvania,Female,,Bachelor degree,White,,Suburban community,,54,Democratic party,
R_1QfP6WuVzEeWRhX,,,,,,,,,,5.1,9,5.1,PA,Female,,Bachelor degree,White,,City or urban community,,53,Democratic party,
R_sShjTnu3bA6LMkx,8,2.7,8.5,,,,,,,,,,ID,Male,,Graduate degree,White,,Suburban community,,50,Independent,
R_1ImFKc6ZQ9VZRVK,,,,,,,,,,6,3.4,9,new york,Male,,Bachelor degree,White,,Rural community,,31,Republican Party,
R_3exz6RR6R7Z2Fua,2.5,5,7.5,,,,,,,,,,Michigan,Female,,Some college but no degree,White,,Suburban community,,58,Republican Party,
R_2QQaSOOpHPNUe4t,,,,9,9,9,,,,,,,Indiana,Male,,Bachelor degree,White,,Suburban community,,34,Republican Party,
R_31S2tdNRnsA3iNZ,3.6,4.4,5.6,,,,,,,,,,Washington,Male,,Bachelor degree,White,,Suburban community,,30,Independent,
R_21bO5i9WDSBwFWX,9,7.4,8.2,,,,,,,,,,US,Male,,Bachelor degree,White,,Rural community,,30,Republican Party,
R_2xwKJkx9ZydvmyS,,,,,,,1,9,1,,,,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,57,Republican Party,
R_1Ed1cYROiqaTgak,,,,,,,,,,4,3,8.3,Nebraska,Female,,Some college but no degree,White,,Rural community,,46,Democratic party,
R_bkJygqa7perZ5Dj,,,,,,,1,9,9,,,,Pennsylvania,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,28,Libertarian Party,
R_3Rqqo9RYwUpVF0x,,,,,,,,,,7,6.2,7.9,Texas,Female,,Some college but no degree,White,,Rural community,,19,"Democratic party,Independent",
R_pinVlfUA9WE8sQp,,,,,,,1,9,2.3,,,,NY,Male,,Bachelor degree,White,,Suburban community,,62,Republican Party,
R_3dLK21lu4IKTddE,,,,,,,4.5,5.5,5.3,,,,Texas,Male,,Bachelor degree,White,,Suburban community,,63,Republican Party,
R_10NrznPQEVWJYo0,,,,9,2,6.1,,,,,,,WI,Female,,Some college but no degree,White,,Rural community,,51,Republican Party,
R_31ux4nEd9wwf0nv,,,,5.9,2.1,9,,,,,,,Ohio,Female,,Some college but no degree,White,,Rural community,,29,Independent,
R_4OqdWhkkZMdpKKZ,8,8,8.5,,,,,,,,,,Illinois,Female,,Graduate degree,White,,City or urban community,,24,Democratic party,
R_2BfgsvA3DBsTZTY,,,,,,,3.4,3.9,8.2,,,,Iowa,Male,,Bachelor degree,White,,Rural community,,49,Independent,
R_pslJLVnqll2DdzH,,,,,,,,,,1,7.5,1.8,NC,Other (please specify):,Nonbinary,Graduate degree,White,,Suburban community,,38,Democratic party,
R_3CJhiXaDD5myOxG,8.6,8.5,8.3,,,,,,,,,,USA,Male,,Bachelor degree,Black or African-American,,City or urban community,,30,Republican Party,
R_2v81baBvT7wzTau,4,5.9,6.7,,,,,,,,,,,,,Some college but no degree,Asian,,Suburban community,,31,Other (please specify):,
R_2yjb276p5S7dq30,,,,1,4,8,,,,,,,Missouri,Female,,Bachelor degree,"White,Black or African-American,Asian",,Suburban community,,24,Republican Party,
R_2CeNdtFL9Nf5Ddx,,,,,,,,,,1,8.3,2.9,Texas,Female,,Graduate degree,"Spanish, Hispanic, or Latino",,"Suburban community,Rural community",,30,Democratic party,
R_sXL4KiOvHKLwt69,,,,,,,2,7.6,7.7,,,,Arkansas,Female,,Bachelor degree,Asian,,Rural community,,43,Independent,
R_eVgxiiYXMMpjEu5,,,,,,,,,,1,8,7,New York,Male,,Bachelor degree,Black or African-American,,City or urban community,,24,Independent,
R_BVdY3tQ9BdwerhD,,,,,,,1,4,2.3,,,,Texas,Female,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,25,Democratic party,
R_1IggfoRaV60aJYG,3.2,9,1.2,,,,,,,,,,OH,Female,,Some college but no degree,White,,Rural community,,59,Democratic party,
R_2X0eC4AT7fpnGcw,1,9,9,,,,,,,,,,california,Female,,Graduate degree,Black or African-American,,Suburban community,,40,Democratic party,
R_2fAJzTB9xBbNJzU,,,,6.4,7,4.5,,,,,,,Ny,Male,,Graduate degree,White,,City or urban community,,32,Democratic party,
R_1K1rlvkiseSDDbG,,,,2.9,9,2.6,,,,,,,Louisiana,Female,,Some college but no degree,Black or African-American,,Rural community,,43,Independent,
R_2tfWApLuBWqm2BI,,,,,,,1,5,1,,,,New York,Female,,Bachelor degree,Black or African-American,,Suburban community,,33,Democratic party,
R_3mlep7j02S1VNNt,,,,,,,,,,7.1,2.9,9,georgia,Female,,Bachelor degree,White,,Suburban community,,31,Republican Party,
R_3sA6ejdsoq8n9Id,,,,,,,,,,8.5,3,9,Ohio,Male,,Bachelor degree,White,,Suburban community,,26,Democratic party,
R_8wso5acnGId3csN,,,,,,,2,7,8,,,,California,Male,,Bachelor degree,Asian-American,,Suburban community,,32,Republican Party,
R_3mlNITao96gdbDh,6.7,3.1,6.6,,,,,,,,,,GEORGIA,Female,,Bachelor degree,White,,City or urban community,,45,Republican Party,
R_2uQioECBCtw6qYr,6.1,3.9,5.1,,,,,,,,,,Missouri,Female,,Some college but no degree,White,,Suburban community,,63,Independent,
R_3qvu5BzfY5FnZwO,,,,1,2.8,1.6,,,,,,,New York,Male,,Bachelor degree,Black or African-American,,City or urban community,,24,Democratic party,
R_290r9ibo3EhJP7I,,,,8,4,2,,,,,,,CA,Female,,Graduate degree,White,,Suburban community,,25,Democratic party,
R_VOOoE4D0jGb4DUB,,,,,,,,,,3,4,7,New Mexico,Male,,Some college but no degree,American Indian or Alaskan Native,,City or urban community,,23,Democratic party,
