StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID172807553,MTurk ID,70-40_1,70-40_2,70-40_3,100-20_1,100-20_2,100-20_3,50-55_1,50-55_2,50-55_3,90-10_1,90-10_2,90-10_3,D1,D2,D2_2_TEXT,D3,D4,D4_8_TEXT,D5,D5_4_TEXT,D6,D7,D7_5_TEXT,mTurkCode
2018-03-19 6:25:04,2018-03-19 6:26:34,IP Address,100,89,TRUE,2018-03-19 6:26:34,R_27vAm2bKSNNLtBr,anonymous,EN,"I consent, begin the study",ATSZCAVI441RM,,,,1,9,1,,,,,,,Virginia,Female,,Some college but no degree,Black or African-American,,City or urban community,,28,Independent,,8158934
2018-03-19 6:23:47,2018-03-19 6:27:04,IP Address,100,197,TRUE,2018-03-19 6:27:05,R_BWgsjNzi0B7PDmV,anonymous,EN,"I consent, begin the study",A2ABOMU5VUN9NG,,,,,,,1,9,7.2,,,,Georgia,Female,,Graduate degree,White,,Suburban community,,43,Libertarian Party,,6094638
2018-03-19 6:25:20,2018-03-19 6:27:51,IP Address,100,150,TRUE,2018-03-19 6:27:52,R_2P11dJJ2EQSGlmA,anonymous,EN,"I consent, begin the study",A25YN3P6FC5Q53,,,,,,,1.8,6.1,8.2,,,,Arizona,Female,,Some college but no degree,White,,Suburban community,,50,Independent,,1058103
2018-03-19 6:26:10,2018-03-19 6:27:58,IP Address,100,107,TRUE,2018-03-19 6:27:58,R_3P7UzIOHoH6W7wi,anonymous,EN,"I consent, begin the study",AXSF1L70MQZEA,,,,8,1,9,,,,,,,Florida,Female,,Some college but no degree,White,,Rural community,,39,Democratic party,,8009163
2018-03-19 6:22:23,2018-03-19 6:28:21,IP Address,100,357,TRUE,2018-03-19 6:28:21,R_3hhwOU6yEMXeejx,anonymous,EN,"I consent, begin the study",A30J4IZCMCR31F,5,9,1,,,,,,,,,,co,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,,879859
2018-03-19 6:27:15,2018-03-19 6:28:58,IP Address,100,102,TRUE,2018-03-19 6:28:59,R_2tDqIFHr2OTFvZW,anonymous,EN,"I consent, begin the study",A3JY3Y5GWS3SYS,,,,,,,,,,8.8,2.3,8.3,Missouri,Female,,Some college but no degree,White,,Suburban community,,46,Republican Party,,4573404
2018-03-19 6:27:46,2018-03-19 6:29:12,IP Address,100,85,TRUE,2018-03-19 6:29:13,R_2ckMk6gjIXKbg3t,anonymous,EN,"I consent, begin the study",A31L5H1AOWJLV1,8,2,9,,,,,,,,,,CT,Male,,Bachelor degree,White,,Suburban community,,27,Republican Party,,859088
2018-03-19 6:26:10,2018-03-19 6:30:07,IP Address,100,236,TRUE,2018-03-19 6:30:08,R_1gUVILTzgIbA136,anonymous,EN,"I consent, begin the study",A26F4V1IL66L6S,,,,3.3,8.9,5.4,,,,,,,PA,Female,,Bachelor degree,White,,Rural community,,26,Republican Party,,954539
2018-03-19 6:28:56,2018-03-19 6:30:29,IP Address,100,93,TRUE,2018-03-19 6:30:30,R_3imT4haNX8RrfBU,anonymous,EN,"I consent, begin the study",A1X79L9S8T2A0Z,,,,,,,,,,1,9,1,florida,Male,,Some college but no degree,White,,Rural community,,25,Republican Party,,8149476
2018-03-19 6:29:20,2018-03-19 6:31:28,IP Address,100,128,TRUE,2018-03-19 6:31:29,R_3FVg0DSL7ZGk3pd,anonymous,EN,"I consent, begin the study",A3FKC2UR61C4T7,,,,,,,,,,7.1,3.8,9,Florida,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,30,Democratic party,,8556339
2018-03-19 6:27:08,2018-03-19 6:31:31,IP Address,100,263,TRUE,2018-03-19 6:31:32,R_2fCYwRYqd8fIdcC,anonymous,EN,"I consent, begin the study",A2XS5QI4YX493N,,,,,,,7,6,8,,,,Mississippi,Female,,Associate degree,White,,Rural community,,33,Republican Party,,2508803
2018-03-19 6:30:16,2018-03-19 6:31:44,IP Address,100,88,TRUE,2018-03-19 6:31:45,R_3siS2j0MsZDhRIc,anonymous,EN,"I consent, begin the study",ADGE1P244LWYU,,,,2.9,9,6.1,,,,,,,PA,Male,,Associate degree,White,,Suburban community,,30,Republican Party,,4766705
2018-03-19 6:29:56,2018-03-19 6:32:28,IP Address,100,151,TRUE,2018-03-19 6:32:28,R_DkF2OdhOJgd59hT,anonymous,EN,"I consent, begin the study",A21992GZ32431E,6.6,4.8,9,,,,,,,,,,pennsylvania,Female,,Some college but no degree,White,,Suburban community,,23,Democratic party,,4625281
2018-03-19 6:31:40,2018-03-19 6:33:13,IP Address,100,93,TRUE,2018-03-19 6:33:14,R_3MQf4qBYVYF2cVK,anonymous,EN,"I consent, begin the study",A1QHJGHKDIG3T5,,,,,,,9,9,9,,,,Michigan,Female,,Graduate degree,Asian,,Suburban community,,35,Democratic party,,9102134
2018-03-19 6:31:44,2018-03-19 6:33:14,IP Address,100,90,TRUE,2018-03-19 6:33:15,R_2zBeg31JxNsQA8R,anonymous,EN,"I consent, begin the study",AM0QVBV8L6QCJ,,,,9,1.8,9,,,,,,,New York,Male,,Graduate degree,White,,City or urban community,,56,Democratic party,,1884506
2018-03-19 6:31:59,2018-03-19 6:34:28,IP Address,100,149,TRUE,2018-03-19 6:34:29,R_d0ujKAY4FREKKJj,anonymous,EN,"I consent, begin the study",A3O81LHBBI8NPK,,,,,,,,,,9,9,9,TN,Female,,Some college but no degree,White,,Rural community,,33,Independent,,2599183
2018-03-19 6:33:55,2018-03-19 6:35:03,IP Address,100,68,TRUE,2018-03-19 6:35:04,R_1n2PBKI8t1jnYMI,anonymous,EN,"I consent, begin the study",A4D6VUZ9Q850U,6,3.1,5.1,,,,,,,,,,MI,Female,,Bachelor degree,White,,Suburban community,,36,Independent,,6724908
2018-03-19 6:34:17,2018-03-19 6:36:00,IP Address,100,103,TRUE,2018-03-19 6:36:01,R_12Qr3VCIaJU6cik,anonymous,EN,"I consent, begin the study",A3HOBJ4PJUOCUN,,,,,,,2,6.8,8,,,,Pennsylvania,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,57,Independent,,4918919
2018-03-19 6:35:02,2018-03-19 6:36:38,IP Address,100,96,TRUE,2018-03-19 6:36:39,R_eYaFcT9IFaaMLex,anonymous,EN,"I consent, begin the study",A39YBLQYIUBR76,2,7.3,9,,,,,,,,,,Vermont,Male,,Associate degree,White,,Suburban community,,44,Independent,,9491212
2018-03-19 6:06:01,2018-03-19 6:39:46,IP Address,100,2025,TRUE,2018-03-19 6:39:47,R_2aLlY7mph7SdJYL,anonymous,EN,"I consent, begin the study",A3862RIFFUV141,,,,,,,,,,2.5,6.9,3.3,Florida,Male,,Some college but no degree,White,,City or urban community,,47,Independent,,9999582
2018-03-19 6:28:18,2018-03-19 6:40:41,IP Address,100,742,TRUE,2018-03-19 6:40:42,R_3oWTa5LmpvnuQkC,anonymous,EN,"I consent, begin the study",A13FUEPWBCLBUY,,,,,,,7,9,8,,,,Florida,Male,,Graduate degree,White,,City or urban community,,34,Republican Party,,908336
2018-03-19 6:39:12,2018-03-19 6:41:49,IP Address,100,156,TRUE,2018-03-19 6:41:50,R_1kFkDOPd5k8j5FG,anonymous,EN,"I consent, begin the study",A2BK45LZGGWPLX,,,,6.1,5.1,7,,,,,,,VA,Female,,Graduate degree,White,,Rural community,,61,Democratic party,,9241716
2018-03-19 6:46:36,2018-03-19 6:48:08,IP Address,100,91,TRUE,2018-03-19 6:48:09,R_3oA6BRVqIt6c859,anonymous,EN,"I consent, begin the study",AUXLYFSBRCHZQ,,,,9,4,6.6,,,,,,,wa,Female,,Some college but no degree,White,,Suburban community,,34,Independent,,3607444
2018-03-19 6:28:52,2018-03-19 6:48:17,IP Address,100,1164,TRUE,2018-03-19 6:48:17,R_PM96SMPgOocoP0l,anonymous,EN,"I consent, begin the study",A3pqugiqqpr98,,,,,,,,,,7.1,5.9,4,new york,Male,,Associate degree,White,,City or urban community,,26,Republican Party,,7304167
2018-03-19 6:55:33,2018-03-19 6:56:57,IP Address,100,84,TRUE,2018-03-19 6:56:58,R_1n24YxbzCNnR1LZ,anonymous,EN,"I consent, begin the study",A1XFAUNS2LQL9H,7.7,1.7,7.8,,,,,,,,,,Oklahoma,Male,,Associate degree,White,,City or urban community,,35,Republican Party,,6105708
2018-03-19 7:03:18,2018-03-19 7:05:18,IP Address,100,120,TRUE,2018-03-19 7:05:19,R_2DOYzXMXipSPcDP,anonymous,EN,"I consent, begin the study",A27QBYDLN5V11F,,,,,,,9,5.1,5.1,,,,Georgia,Female,,Associate degree,White,,Rural community,,36,Independent,,1549843
2018-03-19 7:03:38,2018-03-19 7:06:49,IP Address,100,190,TRUE,2018-03-19 7:06:50,R_1GCYGvCcsvFiVFM,anonymous,EN,"I consent, begin the study",A1KFIQBETMB81I,5,9,9,,,,,,,,,,Massachusetts ,Female,,Associate degree,White,,Rural community,,44,Republican Party,,3352708
2018-03-19 7:13:40,2018-03-19 7:15:25,IP Address,100,105,TRUE,2018-03-19 7:15:26,R_3PouFwdoAf6DbOD,anonymous,EN,"I consent, begin the study",ACVEFRSUAPSEQ,,,,,,,,,,5,9,5,PA,Female,,Some college but no degree,White,,Suburban community,,48,Republican Party,,7914508
2018-03-19 7:28:55,2018-03-19 7:29:45,IP Address,100,50,TRUE,2018-03-19 7:29:46,R_3KDXq8mqPTIW4H1,anonymous,EN,"I consent, begin the study",APGX2WZ59OWDN,,,,,,,3.7,7.2,6.1,,,,MI,Female,,Bachelor degree,White,,City or urban community,,24,Democratic party,,8064728
2018-03-19 7:44:35,2018-03-19 7:46:03,IP Address,100,87,TRUE,2018-03-19 7:46:04,R_10GVFGT2KsEU55o,anonymous,EN,"I consent, begin the study",A3DAJROQC1BLNI,,,,,,,7.1,8.6,8.1,,,,Florida,Female,,Bachelor degree,White,,Suburban community,,39,Independent,,7167254
2018-03-19 8:08:25,2018-03-19 8:10:45,IP Address,100,139,TRUE,2018-03-19 8:10:46,R_sQZjJ7xCRZGkRc5,anonymous,EN,"I consent, begin the study",ADXHWQLUQBK77,,,,8,3,6.5,,,,,,,California,Male,,Some college but no degree,White,,City or urban community,,64,Democratic party,,5782508
2018-03-19 8:21:32,2018-03-19 8:23:05,IP Address,100,92,TRUE,2018-03-19 8:23:06,R_1jNilN3ARwKtQqV,anonymous,EN,"I consent, begin the study",A1TGT802ZOOR0,6,3,3,,,,,,,,,,Kentucky,Male,,Bachelor degree,White,,Suburban community,,43,Independent,,654004
2018-03-19 8:22:29,2018-03-19 8:24:42,IP Address,100,132,TRUE,2018-03-19 8:24:43,R_1Dx6QwypGJJS3eG,anonymous,EN,"I consent, begin the study",A3KW8RIWBQ1O7F,,,,,,,,,,6.5,9,6.5,Georgia,Male,,Some college but no degree,Black or African-American,,City or urban community,,25,Democratic party,,654859
2018-03-19 8:30:47,2018-03-19 8:34:57,IP Address,100,249,TRUE,2018-03-19 8:34:58,R_241r74hqpdjcO2Z,anonymous,EN,"I consent, begin the study",A10Z9NV22LNS5A,9,2.9,5.6,,,,,,,,,,Tn,Female,,Bachelor degree,White,,Rural community,,40,Republican Party,,7500525
2018-03-19 8:35:43,2018-03-19 8:37:48,IP Address,100,124,TRUE,2018-03-19 8:37:49,R_1E4lvutMysZ6FfY,anonymous,EN,"I consent, begin the study",A1HN4550TIXQBZ,,,,,,,,,,9,5,1,Texas,Male,,Bachelor degree,Asian,,City or urban community,,30,Democratic party,,3055600
2018-03-19 8:21:54,2018-03-19 8:42:09,IP Address,100,1214,TRUE,2018-03-19 8:42:10,R_2OUeWRUWo9eaSQF,anonymous,EN,"I consent, begin the study",A34EIXOWQY9383,,,,,,,2,7.9,9,,,,Virginia,Male,,Some college but no degree,White,,City or urban community,,29,Republican Party,,3769040
,,,,,,,,,,,Number of values,50,50,50,48,48,48,51,51,51,51,51,51,,Female: 112,,Bachelor degree: 60,White: 170,,City or urban community : 52,,39.43,Democratic party: 68,,
,,,,,,,,,,,Mean ,5.19,5.4,6.998,5.364583333,4.566666667,6.2375,5.094117647,6.345098039,7.039215686,6.464705882,4.698039216,6.91372549,,,,Some college but no degree: 54,Black or African-American: 16,,Suburban community : 97,,36,Republican Party: 56,,
,,,,,,,,,,,Median,5.95,5,7.65,5.3,4,6.55,5.6,6.4,7.9,8,4.2,7.5,,,,"Associate degree: 28
",Asian: 10,,Rural community: 50,,,Independent: 66,,
,,,,,,,,,,,Standard Dev,2.857218928,2.421074142,2.20830161,3.056992639,2.741527352,2.56032428,2.886303815,2.092405851,2.060466198,2.834647229,2.783247517,2.244472042,,,,"High school degree or equivalent (e.g., GED): 19","Spanish, Hispanic, or Latino: 5",,,,,,,
,,,,,,,,,,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,0.04764197161,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2,0.04764197161,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,3,0.1040865239,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,4,0.1280263997,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5,0.1393177074,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,6,0.1341265841,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,7,0.1142418345,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,9,0.05739195947,,,,,,,,,,,,,,,,,,,,,,,
