ResponseId,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,State,Gender,D2_2_TEXT,Education,Race,D4_8_TEXT,Community,D5_4_TEXT,D6,D7,D7_5_TEXT
R_3qNz76Iugd6Ufn2,,,,,,,1,1,9,,,,PA,Male,,Bachelor degree,White,,City or urban community,,31,Democratic party,
R_2wmqk2DAZFrpbCK,3,1,9,,,,,,,,,,Maryland,Female,,Bachelor degree,Black or African-American,,City or urban community,,36,Democratic party,
R_eA7FJhK0E09s2rv,2.7,3.1,7.7,,,,,,,,,,New Jersey,Male,,Graduate degree,White,,Suburban community,,50,Democratic party,
R_06Yjgu8KpLRLAn7,,,,4.6,4,7.1,,,,,,,kentucky,Female,,Some college but no degree,White,,Suburban community,,20,Republican Party,
R_1r6MFKkjNNM5vho,,,,,,,,,,1,9,1,Pennsylvania,Female,,Bachelor degree,Black or African-American,,Suburban community,,28,Democratic party,
R_zU4PXAcWQIEgeM9,,,,,,,,,,9,5.5,9,Texas,Female,,Some college but no degree,Black or African-American,,Suburban community,,28,Democratic party,
R_8nYRji2E1IIzorf,,,,1.8,3.1,8.6,,,,,,,California,Male,,Associate degree,Asian,,Suburban community,,21,Libertarian Party,
R_248EVwWAYCK85NT,,,,,,,5.9,6.8,5.3,,,,Ga,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,22,Republican Party,
R_25WWA4uC6986pZL,,,,,,,,,,8.1,2.5,8.2,NY,Female,,Bachelor degree,White,,Rural community,,39,Republican Party,
R_1mzxoEBDESTp7o0,1,1,6.1,,,,,,,,,,georgia,Male,,Associate degree,White,,Suburban community,,63,Independent,
R_DIh82lTqkAJhS7f,,,,9,1,1,,,,,,,Oregon,Male,,Some college but no degree,White,,Suburban community,,21,Democratic party,
R_2TouFhErHaZQney,1,4,1,,,,,,,,,,Illinois,Male,,Some college but no degree,White,,Suburban community,,24,Independent,
R_1JVKL3l4wdDzKoZ,,,,,,,1,9,4.4,,,,Texas,Female,,Some college but no degree,Black or African-American,,Suburban community,,25,Democratic party,
R_visjh1vZqzhm39D,,,,,,,1.4,8.3,8.4,,,,Missouri,Female,,Bachelor degree,White,,City or urban community,,27,Democratic party,
R_1hEWxmbU9IA8wbE,,,,9,9,9,,,,,,,Illinois,Female,,Some college but no degree,White,,Suburban community,,32,"Other (please specify):,Independent",
R_2uIfgO6tg3JdCfu,,,,,,,,,,7.3,7.3,2.9,GA,Male,,Associate degree,Black or African-American,,Suburban community,,23,Republican Party,
R_2cusUAlyTxx8fBl,,,,,,,,,,8.2,1,2,Florida,Female,,Some college but no degree,White,,City or urban community,,33,Republican Party,
R_3phAM2k1tVii0LB,3.6,8.3,7,,,,,,,,,,California,Female,,Some college but no degree,"Spanish, Hispanic, or Latino",,Suburban community,,26,Democratic party,
R_2QPBVlTWgkxkJhu,,,,,,,9,3.7,9,,,,AZ,Female,,Associate degree,Other (please specify):,USA,Rural community,,57,"Other (please specify):,Independent",Indie
R_1FfjE5xSoWPBnku,1.9,8.1,8.1,,,,,,,,,,Texas,Female,,Bachelor degree,White,,Suburban community,,38,Republican Party,
R_ahOyvkIr8UMoYnv,,,,9,2,4,,,,,,,Idaho,Male,,Bachelor degree,White,,Rural community,,31,Republican Party,
R_3P7zhxalnaqE77C,,,,,,,,,,1,9,9,South Carolina,Male,,Some college but no degree,Black or African-American,,Rural community,,28,Democratic party,
R_22E3WeoVpSAS4lG,,,,3.6,5.1,5.1,,,,,,,Pennsylvania,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,51,Democratic party,
R_w13tgeduzt0FAB3,,,,,,,6.1,9,4,,,,michigan,Female,,Some college but no degree,Black or African-American,,Suburban community,,32,Democratic party,
R_3dKEAJnW6MVrUrt,,,,,,,,,,1,5,9,NY,Female,,Graduate degree,Asian,,Suburban community,,45,Democratic party,
R_QfzRD4kEDtwODOp,7.8,7,8.5,,,,,,,,,,Illinois,Male,,Bachelor degree,White,,Suburban community,,31,Independent,
R_2xxjWTmjBdZPDgc,6.9,9,6.2,,,,,,,,,,texas,Female,,Associate degree,White,,City or urban community,,39,Republican Party,
R_PFFKcGLQisw9VMB,,,,,,,1,9,2.6,,,,Pa,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,51,Democratic party,
R_RrwrXNTNvbliRkl,,,,,,,2.3,9,3.9,,,,California,Male,,Graduate degree,White,,Suburban community,,28,Democratic party,
R_3s4ZuKQGp6rHdBV,,,,,,,,,,8.2,3.1,9,Florida,Male,,Some college but no degree,White,,Suburban community,,49,Democratic party,
R_22SrjBXmVQ3nHYO,,,,2,5,7.5,,,,,,,Oregon,Female,,Bachelor degree,White,,Suburban community,,35,Democratic party,
R_3nl106ZSFdV5GB8,,,,,,,1,7.2,9,,,,indiana,Male,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,28,Republican Party,
R_3m3N150jaBKZd2P,,,,1,5,1,,,,,,,Texas,Female,,Associate degree,White,,Rural community,,53,Independent,
R_WAOeCakdtBoPloR,9,1,9,,,,,,,,,,ohio,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,27,Independent,
R_1d7jysPSOk1QJKs,8,3.5,6.7,,,,,,,,,,Illinois,Male,,Some college but no degree,White,,Rural community,,71,Democratic party,
R_vHJRTx2RxB68Lux,,,,,,,,,,1,9,1,Florida,Female,,Bachelor degree,White,,Suburban community,,32,Republican Party,
R_3qv2sKAc5TxUQRb,8.2,5,8.6,,,,,,,,,,Maine,Male,,Bachelor degree,White,,Suburban community,,47,Independent,
R_wY96FwYw0q3Bp0R,,,,4.3,7.7,3.8,,,,,,,Kansas,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,62,Republican Party,
R_1KcKzx9qs4BEUQq,,,,,,,1.1,9,3,,,,Washington,Male,,Bachelor degree,White,,Suburban community,,39,Independent,
R_xbzu0T69woEdqGR,,,,4.3,2.8,8.9,,,,,,,Texas,Female,,Bachelor degree,White,,City or urban community,,61,Republican Party,
R_8i8iZVbfkoUHiCZ,,,,1,9,1,,,,,,,kentucky,Female,,Some college but no degree,White,,Rural community,,36,Democratic party,
R_2EsZGqu4R4Xwpn6,,,,,,,,,,1.5,8.7,1.6,Virginia,Female,,Some college but no degree,White,,Suburban community,,71,Democratic party,
R_2RadDyTkIAAsaIE,,,,,,,,,,1,9,1,florida,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,47,Independent,
R_XZJoEqpWHrt1zQl,6.5,6,7.5,,,,,,,,,,Missouri,Male,,Some college but no degree,White,,Suburban community,,36,Democratic party,
R_1Lu345vejO3FJIJ,,,,,,,2,5.1,1.1,,,,united states,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,57,Independent,
R_pFR4S2vrFvf5VIJ,,,,1,9,5,,,,,,,Illinois,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,59,Independent,
R_3dYvXzpT7f31IK5,3.1,1.7,8.6,,,,,,,,,,California,Female,,Bachelor degree,Asian-American,,City or urban community,,28,Democratic party,
R_3iDSprqCIPvyDp0,,,,,,,,,,3.8,3.9,8.6,PA,Female,,Bachelor degree,White,,City or urban community,,55,Independent,
R_1Cwr1QEFCR6MlHA,,,,,,,1,9,7.4,,,,TX,Female,,Some college but no degree,White,,Suburban community,,55,Democratic party,
R_3dKBd0LCcUyfPpZ,,,,9,4.4,7.9,,,,,,,OH,Male,,Bachelor degree,White,,Suburban community,,23,Independent,
R_22XIQIQtyToBQ6k,,,,,,,,,,4.8,1,9,North Carolina,Male,,Some college but no degree,Black or African-American,,Suburban community,,44,Democratic party,
R_2wSx6sneehvF3BV,,,,,,,4.2,6.1,5.2,,,,NJ,Male,,Bachelor degree,White,,City or urban community,,26,Republican Party,
R_1ln0V5U7Lc5taqa,6,5,5,,,,,,,,,,minnesota,Female,,Some college but no degree,White,,Suburban community,,29,Democratic party,
R_qx8krxDbh9yQbW9,,,,,,,3.8,5.6,7.9,,,,GA,Female,,Bachelor degree,White,,Rural community,,30,Republican Party,
R_3kKXdduIVn01XJ9,7.3,7.2,7.2,,,,,,,,,,CT,Female,,Some college but no degree,White,,Suburban community,,41,Independent,
R_21Hg2dk8LlagFQ9,,,,8,3,9,,,,,,,Texas,Male,,Some college but no degree,White,,Suburban community,,21,Independent,
R_24urAt7C9MLKF8g,,,,7,1.5,8.5,,,,,,,VA,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,29,Democratic party,
R_3G7CBcSOyKluiJT,,,,,,,,,,7.7,4.2,8.3,TX,Male,,Graduate degree,White,,City or urban community,,47,Republican Party,
R_2y2e3UxqCrkMieq,,,,,,,,,,9,3.4,9,NJ,Female,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,37,Democratic party,
R_1Kd6YtFdiwnZI57,,,,,,,7,9,9,,,,Illinois,Female,,Associate degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,38,Independent,
R_3jTAZTqmANs9BWy,,,,,,,6.6,4.2,6.1,,,,ND,Male,,Less than high school degree,Asian,,Suburban community,,55,Republican Party,
R_28U95k74jZPD5ja,8.3,7.1,9,,,,,,,,,,Maine,Female,,Bachelor degree,White,,Rural community,,49,Democratic party,
R_2bkUclOQeVMS7vj,3,3.5,8,,,,,,,,,,WA,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,51,Democratic party,
R_1n6kwKsY5DdIsyy,,,,,,,,,,8,5,9,Tennessee,Female,,Bachelor degree,White,,Rural community,,31,Independent,
R_3HT5C4BkgopfYIE,,,,,,,6,4.4,6.2,,,,Pennsylvania,Male,,Graduate degree,White,,City or urban community,,24,Democratic party,
R_28Cchccf6aEkdKX,,,,8.7,9,8.4,,,,,,,Ohio,Female,,Associate degree,White,,City or urban community,,33,Republican Party,
R_31t7v4IUCx7P3r2,9,1.9,6.3,,,,,,,,,,Virginia,Male,,Bachelor degree,White,,Suburban community,,26,Republican Party,
R_3DkhVTs1MYdP4yq,,,,9,1,9,,,,,,,Maryland,Male,,Bachelor degree,"White,Black or African-American",,Suburban community,,27,Independent,
R_BsHsEhTdBryS3ap,,,,,,,,,,6.9,5,9,Texas,Female,,Bachelor degree,White,,Suburban community,,35,Libertarian Party,
R_1pnWqhkneuKdH7J,,,,,,,1.9,8.4,9,,,,RI,Male,,Bachelor degree,White,,Suburban community,,39,Republican Party,
R_Q6A8K2Ur0qRmYU1,,,,1,1,8,,,,,,,NY,Female,,Graduate degree,White,,Rural community,,,Democratic party,
R_DucFpbJRkPDfPHj,,,,,,,,,,6.7,6.3,6.7,Illinois,Male,,Bachelor degree,White,,City or urban community,,,Democratic party,
R_3iUY8ovzfDDQ5pH,,,,,,,,,,4.4,8.8,4.8,PA,Female,,Some college but no degree,White,,Rural community,,34,Republican Party,
R_2tyg0v9jd4dehvf,,,,,,,9,9,9,,,,AZ,Female,,Graduate degree,White,,Suburban community,,34,Libertarian Party,
R_31N81Unje8U0s8p,1,8.4,8.3,,,,,,,,,,NY,Female,,Graduate degree,White,,Suburban community,,32,Green Party,
R_3GrJDeH2vmcdQpu,9,4,8.1,,,,,,,,,,New York,Female,,Bachelor degree,,,City or urban community,,42,,
R_1IxZ2Ii2CHlT0KS,,,,1,9,3.1,,,,,,,Pennsylvania,Female,,Some college but no degree,White,,Suburban community,,25,Democratic party,
R_wOcv4IlPPMllwwV,,,,,,,,,,8.2,1.1,9,North Carolina,Female,,Bachelor degree,White,,Rural community,,34,Republican Party,
R_3lPMA4TUXhdQknu,2,8,3,,,,,,,,,,Maryland,Female,,Bachelor degree,Black or African-American,,Suburban community,,33,Democratic party,
R_tX7oqEp8CBaGFvb,,,,7.6,3.5,8.5,,,,,,,CT,Female,,Bachelor degree,White,,Suburban community,,24,Democratic party,
R_2WUrwQdXcROJGWF,,,,,,,4,5,5.2,,,,California,Male,,Some college but no degree,Asian,,City or urban community,,23,Independent,
R_CePEdJJ0GzPZlUl,,,,,,,,,,8.9,1.1,1.1,Illinois,Female,,Bachelor degree,Black or African-American,,Suburban community,,35,Democratic party,
R_2SAyQnOe4DjcZWW,,,,,,,3,9,9,,,,IL,Female,,Bachelor degree,White,,Suburban community,,26,Democratic party,
R_2AHkgo2JO9nEa7U,3.4,8.7,6.6,,,,,,,,,,NY,Female,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Suburban community,,26,Democratic party,
R_2aagyb5b4GdOpgR,,,,8.2,1,4.8,,,,,,,New York,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,67,Republican Party,
R_wRWdnOc6SiDNE6B,,,,,,,9,9,9,,,,Maryland,Female,,Bachelor degree,White,,Suburban community,,47,Green Party,
R_3lrZj5UmL5xsHxo,,,,,,,,,,6,7,6,washington,Female,,Some college but no degree,White,,City or urban community,,18,Democratic party,
R_1M6fvMCbn6gXntg,1,9,6.3,,,,,,,,,,ca,Female,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,29,"Democratic party,Libertarian Party",
R_SZh3rBKDSGvOO1X,,,,9,2,7,,,,,,,Ohio,Female,,Bachelor degree,White,,City or urban community,,45840,Democratic party,
R_2ypVDODlCrEeSUa,4.4,6.2,6.3,,,,,,,,,,Florida,Female,,Bachelor degree,Asian-American,,Suburban community,,18,Democratic party,
R_2xFuzy66tAljxGI,,,,,,,,,,8.8,2.9,6.9,il,Female,,Some college but no degree,White,,Suburban community,,19,Democratic party,
R_3ELIYsfhwaHNAO6,,,,,,,8,7,9,,,,Maryland,Male,,Graduate degree,"Asian,Asian-American",,City or urban community,,40,Independent,
R_3nPB3a0XpTdjMDa,,,,1,9,1,,,,,,,TEXAS,Female,,Bachelor degree,White,,Suburban community,,69,Independent,
R_2QAFxbm7NkX5YIc,9,3.9,9,,,,,,,,,,North Carolina,Female,,Bachelor degree,White,,Suburban community,,28,Independent,
R_ulUD1wxQ3JwlvXz,,,,,,,,,,5,4.3,8,TX,Female,,Some college but no degree,White,,City or urban community,,53,Republican Party,
R_0OHsv22MeAJXr8d,,,,9,1,2.8,,,,,,,PA,Female,,Some college but no degree,White,,Rural community,,60,Independent,
R_r390pNLjpxb3Czn,,,,,,,1.1,6.2,8,,,,California,Female,,Graduate degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,35,Republican Party,
R_1cZJyN5NEHp8IgP,,,,,,,,,,9,9,1,Arizona,Female,,Associate degree,White,,City or urban community,,31,Republican Party,
R_3nTvFdTOYHGV0PD,,,,4.5,3.4,6.1,,,,,,,Ohio,Male,,Some college but no degree,White,,City or urban community,,32,Independent,
R_29vlL9rOasXhp3e,3,8.4,7.2,,,,,,,,,,SOUTH CAROLINA,Female,,Some college but no degree,White,,Rural community,,50,Republican Party,
R_2rOCMZH5rKmGT8W,,,,,,,9,9,9,,,,Illinois,Male,,Some college but no degree,White,,Suburban community,,20,Independent,
R_BEZKl8ggN1m2Wxb,,,,4.9,5.1,2.6,,,,,,,Ohio,Male,,Some college but no degree,White,,City or urban community,,41,Libertarian Party,
R_2vcc9cZjI0YoTPO,,,,,,,1,9,1,,,,tennesee,Female,,"High school degree or equivalent (e.g., GED)","Spanish, Hispanic, or Latino",,Rural community,,36,Independent,
R_2WOPCNi4lXSoDil,9,6,5.5,,,,,,,,,,Minnesota,Female,,Graduate degree,White,,Suburban community,,48,Democratic party,
R_2E0tQuYXxt0qbmg,,,,7.2,6.9,6.6,,,,,,,Virginia,Female,,Bachelor degree,Asian,,City or urban community,,35,Democratic party,
R_7R0aKosCeGzoYjD,,,,,,,,,,3.3,3.6,7,New York,Female,,Graduate degree,White,,City or urban community,,39,Republican Party,
R_332BanOuSAvv09l,3,5,5.1,,,,,,,,,,Georgia,Male,,Graduate degree,White,,Suburban community,,68,Independent,
R_1CpciDWEAe39ssl,,,,,,,5.5,7.5,7,,,,CA,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,Suburban community,,25,Democratic party,
R_2zHpFr6EAxWa2SF,9,2,8,,,,,,,,,,Montana,Male,,Some college but no degree,"Spanish, Hispanic, or Latino,White",,Suburban community,,50,Libertarian Party,
R_bJJrMAnj4SFDlhr,,,,,,,6.2,7.2,7.1,,,,pa,Female,,Graduate degree,White,,City or urban community,,66,Democratic party,
R_3LhVh8kKK5ztL44,,,,,,,,,,1,2,8.9,Pennsylvania,Male,,Some college but no degree,White,,Suburban community,,20,Democratic party,
R_1LS6z5BhegAxfzb,,,,6.6,4,6.4,,,,,,,CA,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,24,Green Party,
R_3NCdCl1CkrzuTzd,,,,,,,,,,8.5,3,7,Louisiana,Female,,Graduate degree,White,,Suburban community,,36,Libertarian Party,
R_2qfsh4HZXzEx7Ra,7.6,3.8,9,,,,,,,,,,Ohio,Female,,Some college but no degree,White,,City or urban community,,27,Democratic party,
R_sFIuu89QqKPsJ2x,,,,1,9,1,,,,,,,nj,Female,,Associate degree,White,,Suburban community,,28,Democratic party,
R_2Pjy3QXYbwM53mO,,,,,,,2,6.1,1.4,,,,Pennsylvaina,Female,,Associate degree,White,,Suburban community,,28,Democratic party,
R_1jAPrnCrjuhmOxG,,,,,,,,,,8.2,3,8.5,Texas,Female,,Graduate degree,Black or African-American,,Suburban community,,68,Democratic party,
R_1dFv1Lll38GKIdu,,,,,,,1,4.4,9,,,,MISSOURI,Male,,Some college but no degree,White,,Suburban community,,21,Republican Party,
R_1LCqQcbeL4W1yRu,4.6,5.5,5.6,,,,,,,,,,ca,Male,,Bachelor degree,White,,Suburban community,,24,Democratic party,
R_ZkGQ25p1oxuI3ip,,,,5.1,7.1,9,,,,,,,Maryland,Female,,Graduate degree,White,,Suburban community,,27,Libertarian Party,
R_1NmDwWkvcJqj7n8,,,,,,,,,,1.9,8,7.8,ME,Male,,Associate degree,Asian,,Suburban community,,27,Independent,
R_WoqND1HAspqxbrP,,,,1,9,1,,,,,,,maryland,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,41,Libertarian Party,
R_RKpsY79vDrTKrJL,1,9,8,,,,,,,,,,Maryland,Female,,Bachelor degree,White,,Suburban community,,25,Republican Party,
R_1hHkPf7kEoCegkq,,,,,,,7.5,4.8,8.1,,,,MA,Male,,Graduate degree,White,,City or urban community,,58,Democratic party,
R_2PAUmjdhwIZK368,,,,1,9,1,,,,,,,NC,Female,,Some college but no degree,White,,Rural community,,22,"Democratic party,Republican Party",
R_11jCNznfEwNbVdq,1.9,7.6,3.5,,,,,,,,,,Florida,Female,,Graduate degree,White,,Suburban community,,55,Democratic party,
R_2fa3rUTR8JJP4I8,,,,,,,9,9,9,,,,AL,Male,,Associate degree,White,,Suburban community,,27,Republican Party,
R_3lt926JDqQTWEqu,,,,4.4,7,9,,,,,,,Georgia,Female,,Some college but no degree,White,,Suburban community,,41,Democratic party,
R_1OwPwjk2pRj3yPt,,,,,,,,,,8,5.2,5.2,Michigan,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,30,Other (please specify):,none
R_1DBDuzOBaTUVgZj,,,,,,,,,,1,9,6.6,n/a,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,22,Democratic party,
R_3mZrJauvetxCeJ3,6.2,6.3,6.1,,,,,,,,,,ny,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,22,Republican Party,
R_2qDZrsSXFn8zoJo,,,,,,,7,9,9,,,,CA,Female,,Associate degree,White,,Suburban community,,28,Republican Party,
R_2VvSQEbIKm7GekG,1,3,9,,,,,,,,,,Ohio,Male,,Some college but no degree,White,,Suburban community,,23,Republican Party,
R_2YY3iNyWNTXQ4fW,,,,,,,5.9,9,5.1,,,,Pennsylvenia,Male,,Some college but no degree,White,,Suburban community,,38,Republican Party,
R_1K3d2t4kokiEB9O,,,,3.7,7.2,3.7,,,,,,,Oregon,Male,,Some college but no degree,White,,Rural community,,26,Independent,
R_1kO1K904sBU6IEH,,,,,,,2,9,7,,,,WA,Female,,Bachelor degree,Asian,,City or urban community,,38,Democratic party,
R_2TZZt4WK0m9JFu4,,,,,,,,,,2,9,7.7,,Female,,Graduate degree,White,,Suburban community,,,Independent,
R_1dnvNDNgMKA4b16,1,5,2,,,,,,,,,,Kansas,Female,,Some college but no degree,White,,City or urban community,,24,Independent,
R_9AeggMiOg4OXK3D,,,,,,,,,,8.5,4,9,OH,Female,,Associate degree,White,,City or urban community,,37,Independent,
R_bd9YD8jYerkuE9z,,,,8,2,9,,,,,,,California,Male,,Bachelor degree,White,,Suburban community,,35,Democratic party,
R_stF0b1XaNtlCLER,2.1,5.2,1.8,,,,,,,,,,Florida,Female,,Graduate degree,White,,City or urban community,,53,Republican Party,
R_2fwVwspyfdTmhol,,,,,,,,,,1,3,6,Ohio,Male,,Some college but no degree,White,,City or urban community,,24,Independent,
R_3F3DB3AXSG3HdeQ,,,,6.1,4.3,5.8,,,,,,,California,Female,,Bachelor degree,Asian,,Suburban community,,27,Democratic party,
R_2TYJvzv7SW9BDRk,,,,,,,1.9,7,3,,,,PA,Male,,Bachelor degree,White,,Suburban community,,24,Republican Party,
R_25FrpuAapjwIYxv,,,,,,,5,9,8.2,,,,California,Female,,Associate degree,White,,Suburban community,,61,Independent,
R_2zeZF1HgN39zVbz,,,,,,,,,,1,2.9,8,california,Male,,Bachelor degree,"Asian,Asian-American",,City or urban community,,29,Independent,
R_39pU4yNA776nr1L,1,5,1,,,,,,,,,,Georgia,Male,,Associate degree,White,,Suburban community,,52,Republican Party,
R_pyoCecuh97IIo7f,,,,5,3.7,7.5,,,,,,,nc,Male,,Graduate degree,White,,Suburban community,,33,Independent,
R_1ltz5k47R7YP0i8,,,,,,,,,,9,7.1,9,Illinois,Male,,Bachelor degree,White,,Rural community,,57,Republican Party,
R_2e2ngxUx5mJsbdq,,,,,,,1,9,9,,,,Texas,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,21,Democratic party,
R_1Cdy32YTSeQ9P19,,,,5.3,4.9,4.5,,,,,,,nc,Female,,Some college but no degree,Black or African-American,,City or urban community,,31,Democratic party,
R_2R2qq1JYDzxsOg3,2.2,7.1,8.1,,,,,,,,,,Oregon,Female,,Some college but no degree,White,,Suburban community,,53,Republican Party,
R_2QnxtBYio0XzzsS,,,,7,1,9,,,,,,,North Carolina,Male,,Bachelor degree,White,,City or urban community,,37,Democratic party,
R_1BYsIstGiZDRTTP,,,,,,,8.1,5.1,2,,,,Maryland,Female,,Bachelor degree,Black or African-American,,Suburban community,,26,Green Party,
R_2rIbCvlM9J1YZuH,,,,,,,,,,3,5,7.1,az,Female,,Graduate degree,Asian,,Suburban community,,33,Democratic party,
R_325VB7ZhzD0MRO0,2.1,5.1,2.1,,,,,,,,,,Colorado,Female,,Bachelor degree,White,,Suburban community,,32,Democratic party,
R_11dOJtkjaIAtWkv,,,,5.3,4.9,7.9,,,,,,,NC,Female,,Associate degree,White,,Suburban community,,37,Republican Party,
R_2DN5lBde691PfmS,2.6,5.7,2.8,,,,,,,,,,nh,Female,,Some college but no degree,White,,City or urban community,,55,Independent,
R_3CxClUHM49nspeF,,,,,,,1,1.1,9,,,,california,Female,,Associate degree,White,,Suburban community,,30,Democratic party,
R_3Krbi6iZgW5vMuQ,,,,,,,,,,9,1,8.6,IL,Female,,Bachelor degree,Black or African-American,,City or urban community,,68,Democratic party,
R_31QJ3lARjPulan6,7.4,3.9,7.1,,,,,,,,,,Florida,Male,,Some college but no degree,White,,Suburban community,,20,Democratic party,
R_2Ck1ZhpCOWj9qyZ,,,,,,,,,,8,2.2,8,Alaska,Female,,Some college but no degree,White,,Suburban community,,23,Republican Party,
R_YYbNFuLLY3WAXMR,,,,4,7,8,,,,,,,Texas,Female,,Some college but no degree,Black or African-American,,City or urban community,,37,Democratic party,
R_3stB9faXU8WgKwr,,,,9,1,1,,,,,,,IL,Male,,Bachelor degree,White,,Suburban community,,25,Independent,
R_qDS7BMoASPt1y81,,,,,,,3.4,8,6.7,,,,MI,Male,,Bachelor degree,White,,Rural community,,23,Democratic party,
R_1diUEp48Sf1zWZu,,,,,,,,,,1,1.9,9,michigan,Male,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,54,Independent,
R_3ewUrJjWRcAGXuF,9,4,6,,,,,,,,,,Louisiana,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,40,Other (please specify):,I think the whole party system is our nation's biggest problem
R_1kHvtJ2nGLN8eoO,,,,9,3.9,9,,,,,,,delaware,Female,,Bachelor degree,Asian,,Suburban community,,32,Democratic party,
R_1KetHsqztGh8SyW,,,,,,,1,5,1,,,,TX,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,76,Democratic party,
R_1kH7H8wGLEXilkT,,,,,,,1,9,6.6,,,,Virginia,Male,,Bachelor degree,White,,City or urban community,,31,Republican Party,
R_TnCBF44GjuMWb8l,,,,,,,,,,9,3.4,8.2,Louisiana,Female,,Associate degree,White,,Suburban community,,43,Republican Party,
R_31Ktc0J0byyJOY5,,,,3,3,8,,,,,,,Missouri,Male,,Graduate degree,White,,City or urban community,,38,Republican Party,
R_3iQ0A8bz3a84bJ3,,,,,,,1,3.5,8.9,,,,PA,Male,,Bachelor degree,White,,Suburban community,,52,Democratic party,
R_1OoZbjyJy9NSfNr,,,,1,7.6,6.6,,,,,,,Pennsylvania,Male,,Associate degree,White,,Suburban community,,27,Independent,
R_vfdBxe7dqDzBIv7,,,,,,,1,6.8,9,,,,IN,Male,,Graduate degree,White,,Suburban community,,36,Democratic party,
R_33qJ0YwMOmqYPfj,5,9,3.1,,,,,,,,,,Florida,Male,,Bachelor degree,White,,Suburban community,,46,Independent,
R_tJOgME7Ptc66dEd,,,,,,,5.9,3.8,6.4,,,,Alabama,Female,,Some college but no degree,White,,Rural community,,26,Republican Party,
R_PMU5NCiHYmv1UMV,1,9,3,,,,,,,,,,Florida,Female,,Some college but no degree,White,,Rural community,,46,Libertarian Party,
R_1CpFyxdMz2P4oJz,,,,,,,,,,7.4,2.2,8.5,WV,Female,,Bachelor degree,White,,Rural community,,23,Republican Party,
R_2as11aSk4dI3PwY,,,,8.8,2.8,9,,,,,,,massachusetts,Female,,Graduate degree,White,,Rural community,,53,Democratic party,
R_vH0Y3W1qRm5V8Gd,,,,6.6,7.2,7.8,,,,,,,south dakota,Female,,Associate degree,White,,City or urban community,,39,Democratic party,
R_2bHSzvXZ8VgyTAS,,,,,,,,,,4.5,6.7,5.7,Illinois,Male,,Bachelor degree,White,,Suburban community,,32,Independent,
R_3m4wxzOAkUAr5tb,,,,,,,5.3,9,6.1,,,,North Carolina,Male,,Some college but no degree,White,,City or urban community,,20,Democratic party,
R_1OkPvf7AKkBU4iT,5.5,5.3,4.8,,,,,,,,,,TX,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,"City or urban community,Suburban community",,40,Republican Party,
R_3HLZIbH32gNg99n,9,1,5,,,,,,,,,,Colorado,Female,,Graduate degree,White,,Suburban community,,34,Independent,
R_2BwDJXSyJBpTgMB,,,,,,,9,1.8,9,,,,Nebraska,Male,,Some college but no degree,Black or African-American,,City or urban community,,20,Democratic party,
R_3oF8caGjJGPNKgV,,,,7.1,1,9,,,,,,,MA,Female,,Some college but no degree,White,,Suburban community,,22,Democratic party,
R_1Fs44HFLz2XiSoN,,,,,,,,,,1,5.3,5.3,Nevada,Female,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,35,Libertarian Party,
R_2y1wavSe2Uh0RKm,,,,,,,1,9,9,,,,New Mexico,Male,,Graduate degree,White,,Suburban community,,36,Independent,
R_vdZArBdEYdOdJzr,,,,2.5,9,7.2,,,,,,,Missouri,Male,,Some college but no degree,White,,Suburban community,,34,Republican Party,
